Time_Sec,FPS,Detected_Person,Detected_Objects
2.06,10.8,[],[]
2.15,10.6,[],[]
2.24,11.6,[],[]
2.32,12.5,[],[]
2.41,10.4,['Person'],[]
2.51,10.8,[],[]
2.61,10.1,[],[]
2.7,10.3,[],[]
2.8,10.5,[],[]
2.88,12.4,['Person'],[]
2.97,10.4,[],[]
3.07,10.6,[],[]
3.17,10.3,[],[]
3.25,12.6,[],[]
3.35,9.2,[],[]
3.45,10.0,[],[]
3.55,10.4,[],[]
3.63,12.4,[],[]
3.73,10.4,[],[]
3.82,10.6,[],[]
3.9,12.5,[],[]
3.98,12.3,[],[]
4.08,10.5,[],[]
4.16,12.3,[],[]
4.25,10.5,[],[]
4.33,12.7,[],[]
4.41,12.3,[],[]
4.51,10.5,[],[]
4.6,10.9,[],[]
4.69,11.6,[],[]
4.78,11.0,[],[]
4.88,10.0,[],[]
4.97,10.4,[],[]
5.07,10.4,[],[]
5.15,12.5,['Person'],[]
5.25,10.4,['Person'],[]
5.36,8.9,[],[]
5.45,10.4,[],[]
5.55,10.5,[],[]
5.65,10.4,[],[]
5.74,10.7,[],[]
5.82,12.1,[],[]
5.9,12.6,[],[]
6.01,9.1,[],[]
6.1,11.1,[],[]
6.2,10.0,[],[]
6.29,12.0,[],[]
6.38,10.5,[],[]
6.48,10.1,[],[]
6.57,10.4,[],[]
6.67,10.4,[],[]
6.76,10.7,[],[]
6.86,10.3,[],[]
6.96,10.3,[],[]
7.04,12.5,[],[]
7.13,10.5,[],[]
7.23,10.4,[],[]
7.32,10.5,[],[]
7.41,12.2,[],[]
7.5,10.5,[],[]
7.6,10.6,[],[]
7.69,10.3,[],[]
7.79,10.4,[],[]
7.88,10.8,['Person'],[]
7.98,9.9,[],[]
8.07,11.0,[],[]
8.17,9.9,[],[]
8.26,11.5,[],[]
8.37,9.6,[],[]
8.45,11.8,[],[]
8.54,11.5,['Person'],[]
8.62,12.1,[],[]
8.72,10.0,[],[]
8.81,11.1,['Person'],[]
11.18,0.4,['pulasthi'],[]
11.28,10.1,[],[]
11.37,10.7,['pulasthi'],[]
11.47,10.2,[],[]
11.57,10.4,[],[]
11.66,10.7,['pulasthi'],[]
11.75,10.8,[],[]
11.85,10.5,['pulasthi'],[]
11.94,11.4,['pulasthi'],[]
12.03,10.6,['pulasthi'],[]
12.13,10.4,['pulasthi'],[]
12.22,10.4,['pulasthi'],[]
12.32,10.6,['pulasthi'],[]
12.41,10.3,['pulasthi'],[]
12.49,12.3,['pulasthi'],[]
12.61,8.8,[],[]
12.7,10.6,[],[]
12.78,12.5,[],[]
12.89,8.9,['Person'],[]
13.01,9.0,[],[]
13.1,11.0,[],[]
13.19,10.2,[],[]
13.29,10.5,[],[]
13.37,12.1,[],[]
13.47,10.3,[],[]
13.55,11.7,['Person'],[]
13.64,11.1,[],[]
13.74,10.1,[],[]
13.84,9.9,[],[]
13.93,11.1,[],[]
14.03,10.0,[],[]
14.13,10.6,[],[]
14.22,10.7,[],[]
14.31,11.6,[],[]
14.4,10.9,[],[]
14.49,11.5,[],[]
14.58,10.9,[],[]
14.67,11.3,['Person'],[]
14.75,11.5,['Person'],[]
14.84,11.4,[],[]
14.93,11.5,['Person'],[]
15.01,13.0,[],[]
15.12,8.8,[],[]
15.21,11.4,[],[]
15.3,11.3,[],[]
15.38,11.4,[],[]
15.47,11.9,['Person'],[]
15.55,12.2,['Person'],[]
15.65,10.4,[],[]
15.74,10.4,['Person'],[]
15.84,10.5,[],[]
15.93,10.3,[],[]
16.03,10.7,['Person'],[]
16.13,10.2,[],[]
16.22,10.5,[],['chair']
16.3,12.4,['Person'],[]
16.41,8.9,[],[]
16.51,10.4,[],[]
16.62,8.9,[],[]
16.72,10.1,['Person'],[]
16.97,4.1,['Person'],[]
17.06,10.3,[],[]
17.15,11.4,[],[]
17.24,11.4,[],[]
17.33,11.0,[],[]
17.42,10.8,[],[]
17.53,9.0,[],[]
17.63,10.1,[],[]
17.72,10.9,['Person'],[]
17.81,12.1,['Person'],[]
17.89,12.8,[],[]
18.0,8.8,[],[]
18.09,10.4,[],[]
18.19,10.4,[],[]
18.29,10.4,[],[]
18.4,9.0,[],[]
18.5,10.2,['Person'],[]
18.59,10.7,[],[]
18.68,10.7,[],['chair']
18.78,10.2,['Person'],[]
18.88,10.1,[],[]
18.97,10.6,['Person'],[]
19.07,10.2,[],[]
19.16,11.2,['Person'],[]
19.26,10.0,[],[]
19.36,10.0,[],[]
19.45,10.9,[],[]
19.55,10.8,['Person'],[]
19.65,9.8,['Person'],[]
19.74,10.6,[],[]
19.84,10.4,[],[]
19.93,10.4,[],[]
20.03,10.6,[],[]
20.13,10.2,['Person'],[]
20.22,10.4,[],[]
20.3,12.5,[],[]
20.41,8.9,[],[]
20.51,10.4,[],[]
20.61,10.4,[],[]
20.7,10.1,[],[]
20.8,10.7,['Person'],['cell phone']
20.89,10.4,['Person'],[]
20.99,10.4,[],[]
21.09,10.4,['pulasthi'],[]
21.18,10.5,[],[]
21.28,10.3,[],[]
21.37,10.3,['Person'],[]
21.47,10.5,[],[]
21.57,10.5,['Person'],[]
21.66,10.4,[],[]
21.76,10.2,[],[]
21.85,10.7,[],[]
21.93,12.3,[],[]
22.03,10.4,[],[]
22.13,10.2,['Person'],[]
22.24,9.2,['Person'],[]
22.33,10.4,['Person'],[]
22.43,10.3,['Person'],[]
22.53,10.4,['Person'],[]
22.62,10.4,"['Person', 'Person']",['chair']
22.91,3.4,['Person'],['chair']
23.02,9.3,"['Person', 'Person']",['chair']
23.12,10.3,"['Person', 'Person']",[]
23.21,10.5,"['Person', 'Person']",[]
23.31,10.3,"['Person', 'Person']",['chair']
23.41,10.4,"['Person', 'Person', 'Person']",['chair']
23.5,10.5,"['Person', 'Person']",['chair']
23.6,10.4,['Person'],[]
23.7,10.1,"['Person', 'Person']",['chair']
23.79,11.0,"['Person', 'Person']",['chair']
23.88,10.3,"['Person', 'Person']",['chair']
23.98,10.3,"['Person', 'Person']",[]
24.08,10.6,"['Person', 'Person']",[]
24.17,10.2,"['Person', 'Person']",[]
24.27,10.4,"['Person', 'Person']",[]
24.37,10.4,"['Person', 'Person']",[]
24.46,10.5,"['Person', 'Person']",[]
24.56,9.9,"['Person', 'Person']",[]
24.65,11.2,"['Person', 'Person']",[]
24.74,11.1,"['Person', 'Person']",[]
24.84,9.7,"['Person', 'Person']",[]
24.94,10.3,"['Person', 'Person']",[]
25.03,11.1,"['Person', 'Person']",[]
25.14,9.4,['Person'],[]
25.23,10.7,['Person'],[]
25.33,10.6,"['Person', 'Person']",[]
25.43,9.9,"['Person', 'Person']",[]
25.52,11.0,"['Person', 'Person']",[]
25.61,10.4,"['Person', 'Person']",[]
25.71,10.0,"['Person', 'Person']","['cup', 'chair']"
26.1,2.6,"['Person', 'Person', 'Person']",['cup']
26.2,10.5,"['Person', 'Person']",[]
26.29,11.2,['Person'],[]
26.39,9.9,['Person'],['chair']
26.48,10.5,['Person'],['chair']
26.57,10.8,['Person'],[]
26.67,10.3,"['Person', 'Person']",[]
26.77,10.6,['Person'],[]
26.86,10.4,"['Person', 'Person']",[]
26.96,10.4,['Person'],[]
27.05,10.4,['Person'],['chair']
27.15,10.5,"['Person', 'Person']",[]
27.25,10.3,"['Person', 'Person']",[]
27.34,10.4,['Person'],[]
27.44,10.6,['Person'],[]
27.52,12.3,['Person'],['chair']
27.63,8.9,"['Person', 'Person']",[]
27.74,9.1,"['Person', 'Person']",[]
27.84,10.2,"['Person', 'Person', 'Person']",[]
27.92,12.5,"['Person', 'Person']",['chair']
28.01,10.4,"['Person', 'Person', 'Person']",[]
28.11,10.4,"['Person', 'Person', 'Person']",[]
28.21,10.5,['Person'],[]
28.3,10.3,['Person'],[]
28.4,10.4,"['Person', 'Person']",[]
28.49,10.5,"['Person', 'Person']",[]
28.58,11.8,['Person'],[]
28.69,9.1,['Person'],['chair']
28.78,11.4,['Person'],[]
28.88,9.9,"['Person', 'Person']",[]
29.12,4.1,['Person'],[]
29.22,10.7,['Person'],[]
29.31,10.6,['Person'],['cup']
29.41,10.2,"['Person', 'Person']",[]
29.5,10.7,['Person'],[]
29.6,10.5,['Person'],[]
29.69,10.3,"['Person', 'Person']",[]
29.8,9.8,"['Person', 'Person']",[]
29.89,11.1,"['Person', 'Person']",[]
29.99,10.0,['Person'],[]
30.08,11.0,"['Person', 'Person']",[]
30.17,10.3,['Person'],['chair']
30.27,10.5,"['Person', 'Person']",[]
30.37,10.0,"['Person', 'Person']",[]
30.46,11.4,"['Person', 'Person']",[]
30.54,11.7,['Person'],['chair']
30.64,10.6,['Person'],['chair']
30.74,9.9,['Person'],[]
30.83,10.9,['Person'],[]
30.93,10.3,['Person'],[]
31.02,10.4,['Person'],[]
31.12,10.0,['Person'],[]
31.21,10.9,"['Person', 'Person']",[]
31.31,10.4,"['Person', 'Person']",[]
31.41,9.8,['Person'],[]
31.51,10.2,"['Person', 'Person']",[]
31.61,9.6,['Person'],[]
31.71,10.4,['Person'],[]
31.81,10.4,"['Person', 'Person']",[]
31.92,8.9,['Person'],[]
32.16,4.1,['Person'],[]
32.27,9.3,['Person'],[]
32.37,10.3,"['Person', 'Person']",[]
32.46,10.3,"['Person', 'Person']",[]
32.56,10.0,"['Person', 'Person', 'Person']",['chair']
32.65,11.1,[],[]
32.75,10.5,[],[]
32.85,10.4,[],[]
32.95,9.8,[],[]
33.04,11.1,[],['chair']
33.13,10.5,[],['chair']
33.23,10.3,[],['chair']
33.33,10.4,[],['chair']
33.42,10.5,[],['chair']
