Time_Sec,FPS,Detected_Person,Detected_Objects
16.89,0.1,['Person'],[]
17.0,9.1,[],[]
17.1,10.0,[],[]
17.19,10.9,[],[]
17.28,11.7,[],[]
17.38,10.0,[],[]
17.47,11.4,[],[]
17.54,12.9,[],[]
17.64,10.3,[],[]
17.74,10.1,[],[]
17.84,10.1,[],[]
17.94,10.4,[],[]
18.03,11.0,[],[]
18.12,10.8,[],[]
18.22,10.0,[],[]
18.31,10.4,[],[]
18.41,10.4,[],[]
18.51,10.2,[],[]
18.6,10.6,[],[]
18.68,12.5,[],[]
18.78,10.7,[],[]
18.86,12.2,[],[]
18.96,10.4,[],[]
19.05,10.2,[],[]
19.17,8.7,[],[]
19.26,10.8,[],[]
19.37,8.9,[],[]
19.45,12.5,[],[]
19.56,8.9,[],[]
19.64,12.5,[],[]
19.74,10.5,[],[]
19.84,10.3,[],[]
19.93,10.6,['Person'],[]
20.01,12.2,[],[]
20.11,10.4,[],[]
20.2,10.4,[],[]
20.3,10.5,[],[]
20.4,10.3,[],[]
20.48,12.5,[],[]
20.57,10.5,[],[]
20.65,12.6,[],[]
20.75,10.3,[],[]
20.84,10.6,[],[]
20.92,12.3,[],[]
21.02,10.4,[],[]
21.11,10.5,[],[]
21.21,10.5,[],[]
21.31,10.3,[],[]
21.39,12.3,[],[]
21.48,10.4,[],[]
21.56,12.5,[],[]
21.67,9.3,[],[]
21.74,14.3,[],[]
21.85,9.0,[],[]
21.95,10.5,[],[]
22.05,10.1,[],[]
22.14,10.6,[],[]
22.24,10.5,[],[]
22.33,10.6,[],[]
22.43,10.2,[],[]
22.52,10.5,[],[]
22.62,10.5,[],[]
22.71,10.8,[],[]
22.81,9.7,[],[]
22.92,9.3,[],[]
23.02,10.2,[],[]
23.1,12.0,[],[]
23.18,13.1,[],[]
23.28,10.4,[],[]
23.37,10.4,[],[]
23.47,10.4,[],[]
23.58,8.9,[],[]
23.68,10.3,[],[]
23.76,12.5,[],[]
23.85,10.5,[],[]
23.94,11.0,[],[]
24.04,9.9,[],[]
24.12,12.4,[],[]
24.22,10.4,[],[]
24.32,10.3,[],[]
24.43,9.0,[],[]
24.52,10.5,[],[]
24.62,10.6,[],[]
24.72,10.2,[],[]
24.8,12.5,[],[]
24.89,10.3,[],[]
24.99,10.4,[],[]
25.08,10.4,[],[]
25.18,10.7,[],[]
25.27,10.6,[],[]
25.36,12.0,[],[]
25.45,10.4,[],[]
25.55,10.4,[],[]
25.64,10.4,[],[]
25.74,10.5,[],[]
25.83,10.4,[],[]
25.92,12.4,[],[]
26.01,10.4,[],[]
26.11,10.4,[],[]
26.2,10.5,[],[]
26.3,10.3,[],[]
26.39,10.8,[],[]
26.46,14.8,[],[]
26.57,9.0,[],[]
26.67,10.5,[],[]
26.75,12.2,[],[]
26.86,9.2,[],[]
26.94,11.4,[],[]
27.02,13.2,[],[]
27.12,10.4,[],[]
27.2,12.4,[],[]
27.29,10.7,[],[]
27.39,10.4,[],[]
27.48,10.4,[],[]
27.58,10.2,[],[]
27.72,6.9,['Person'],[]
27.83,9.9,[],[]
27.92,10.7,[],[]
28.01,10.7,[],[]
28.11,10.4,[],[]
28.2,10.4,[],[]
28.3,10.8,[],[]
28.39,10.2,[],[]
28.49,10.7,[],[]
28.57,12.1,[],[]
28.67,10.2,[],[]
28.76,10.5,[],[]
28.86,10.4,[],[]
28.96,10.4,[],[]
29.05,10.4,[],[]
29.15,10.5,[],[]
29.24,10.7,[],[]
29.32,12.0,[],[]
29.42,10.5,['Person'],[]
29.52,10.3,['Person'],[]
29.61,10.4,[],[]
29.71,10.4,['Person'],[]
29.8,10.4,['Person'],[]
29.9,10.2,[],[]
29.98,12.8,[],[]
30.09,9.0,[],[]
30.17,12.3,[],"['cell phone', 'cell phone']"
30.3,7.9,[],"['cell phone', 'cell phone']"
30.4,10.4,[],['cell phone']
30.49,10.3,[],['cell phone']
30.64,6.6,['Person'],"['cell phone', 'cell phone']"
30.73,11.5,['Person'],['cell phone']
30.83,10.0,[],['cell phone']
30.93,9.7,[],['cell phone']
31.02,11.1,[],[]
31.15,7.8,['Person'],[]
31.25,10.6,[],[]
31.35,9.8,[],"['cell phone', 'cell phone']"
31.44,11.3,[],['cell phone']
31.52,12.5,[],[]
31.61,10.4,[],[]
31.72,8.9,[],[]
31.83,9.4,[],[]
31.92,11.7,[],[]
32.01,10.4,[],[]
32.11,10.1,[],['cell phone']
32.2,10.7,[],['cell phone']
32.3,10.2,[],"['cell phone', 'cell phone']"
32.41,9.2,[],['cell phone']
32.51,9.8,[],[]
32.65,7.2,['Person'],['cell phone']
32.75,10.4,[],['cell phone']
32.84,10.4,[],['cell phone']
32.95,9.5,[],"['cell phone', 'cell phone']"
33.04,10.5,[],['cell phone']
33.13,11.6,[],['cell phone']
33.23,10.5,[],[]
33.33,9.5,[],[]
33.42,10.8,[],[]
33.52,10.0,[],['cell phone']
33.61,11.4,[],[]
33.7,10.9,['Person'],[]
33.79,11.1,[],[]
33.88,11.1,[],[]
33.98,10.0,[],[]
34.12,7.4,['Person'],[]
34.22,10.0,[],[]
34.32,10.3,[],['cup']
34.41,10.4,[],[]
34.51,9.8,[],[]
34.6,11.1,[],[]
34.71,9.5,[],[]
34.81,9.5,['Person'],[]
34.91,10.0,[],[]
35.0,11.1,[],[]
35.1,10.4,[],[]
35.2,10.4,[],[]
35.29,10.4,[],[]
35.4,9.7,[],[]
35.49,11.0,[],[]
35.58,10.7,[],[]
35.68,10.4,[],[]
35.77,10.4,[],[]
35.87,10.2,[],[]
35.96,10.6,[],[]
36.08,9.0,[],[]
36.16,12.5,[],[]
36.25,10.5,[],[]
36.35,10.3,[],[]
36.43,12.5,[],[]
36.54,8.9,[],[]
36.63,10.5,[],[]
36.71,12.5,[],[]
36.81,10.3,[],[]
36.91,10.4,[],[]
37.0,10.4,[],[]
37.1,10.4,[],[]
37.2,10.4,['Person'],[]
37.29,10.4,[],[]
37.39,10.5,[],[]
37.47,12.4,[],[]
37.57,9.9,[],[]
37.66,11.4,[],[]
37.76,10.1,['Person'],[]
37.85,10.5,[],[]
37.95,9.8,[],[]
38.04,11.1,[],[]
38.14,10.6,['Person'],[]
38.23,11.0,"['Person', 'Person']",[]
38.33,9.8,"['Person', 'Person']",[]
38.48,6.9,"['Person', 'Person']",[]
38.57,10.5,"['Person', 'Person']",[]
38.67,10.4,['Person'],[]
38.76,10.4,"['Person', 'Person']",[]
38.86,10.5,[],[]
38.96,10.0,[],[]
39.05,10.6,['Person'],[]
39.15,10.6,['Person'],[]
39.25,10.2,[],[]
39.34,10.6,['Person'],[]
39.44,10.2,[],[]
39.53,10.6,['Person'],[]
39.63,10.4,['Person'],[]
39.72,10.4,[],[]
39.82,10.5,['Person'],[]
39.92,10.3,['Person'],[]
40.02,9.9,['Person'],[]
40.12,9.5,['Person'],[]
40.22,10.3,[],[]
40.32,10.4,[],[]
40.41,10.4,[],[]
40.51,10.4,[],[]
40.6,10.5,[],[]
40.7,10.4,[],[]
40.8,9.9,[],[]
40.88,13.3,[],[]
40.99,8.9,[],[]
41.08,10.4,[],[]
41.18,10.6,[],[]
41.28,10.3,[],[]
41.37,10.4,[],[]
41.47,10.5,[],[]
41.56,10.3,[],[]
41.66,10.4,[],[]
41.76,10.4,['Person'],[]
41.88,7.8,['Person'],[]
41.98,10.4,['Person'],[]
42.09,9.0,['Person'],[]
42.19,10.3,[],[]
42.28,10.5,[],[]
42.41,7.8,['Person'],[]
42.51,10.4,['Person'],[]
42.59,12.5,['Person'],[]
42.72,7.8,['Person'],[]
42.8,12.5,['Person'],[]
42.94,6.9,['Person'],[]
43.04,9.8,['Person'],[]
43.13,11.2,[],[]
43.23,10.5,[],[]
43.32,10.5,['Person'],[]
43.47,6.9,['Person'],[]
43.56,10.3,['Person'],[]
43.66,10.4,['Person'],[]
43.76,10.5,[],[]
43.86,9.8,['Person'],[]
43.99,7.3,['Person'],[]
44.1,9.8,['Person'],[]
44.18,12.1,['Person'],[]
44.27,10.3,['Person'],[]
44.36,11.3,['Person'],[]
44.51,6.9,['Person'],[]
44.6,10.5,['Person'],[]
44.7,10.4,['Person'],[]
44.78,12.3,['Person'],[]
44.91,7.9,[],[]
45.05,6.9,['Person'],[]
45.15,10.4,['Person'],[]
45.24,10.4,[],[]
45.34,10.5,[],[]
45.44,10.5,[],[]
45.53,10.4,[],[]
45.63,10.4,[],[]
45.72,10.3,[],[]
45.82,10.6,[],[]
45.92,10.3,[],[]
46.03,8.9,[],[]
46.12,10.4,[],[]
46.22,10.4,[],[]
46.32,10.5,[],[]
46.41,10.4,[],[]
46.5,11.3,[],[]
46.59,11.3,[],[]
46.68,10.5,[],[]
46.78,10.3,[],[]
46.88,10.4,['Person'],[]
46.97,10.4,['Person'],[]
47.07,10.2,['Person'],[]
47.15,11.7,[],[]
47.24,11.2,[],['chair']
47.34,10.4,"['Person', 'Person']",['chair']
47.44,10.5,[],[]
47.53,10.3,[],[]
47.63,10.4,[],[]
47.73,9.9,['Person'],[]
47.82,11.1,[],[]
47.9,12.1,[],[]
48.02,8.7,[],[]
48.11,10.8,[],[]
48.2,10.5,[],[]
48.3,10.2,[],[]
48.4,10.6,[],[]
48.49,10.4,[],[]
48.59,10.4,[],[]
48.68,10.4,[],[]
48.78,10.4,[],[]
48.88,10.4,[],[]
48.97,10.2,[],[]
49.07,10.3,[],[]
49.17,10.6,[],[]
49.26,10.7,[],[]
49.34,12.3,[],[]
49.47,7.9,[],[]
49.56,10.4,[],[]
