Time_Sec,FPS,Detected_Person,Detected_Objects
2.0,11.9,['Person'],[]
2.08,13.4,['Person'],[]
2.17,11.1,['Person'],[]
2.33,6.0,['Person'],[]
2.43,10.3,['Person'],[]
2.52,10.7,['Person'],[]
2.62,10.4,['Person'],[]
2.71,11.1,['Person'],[]
2.91,5.0,['Person'],[]
3.02,9.2,['Person'],[]
3.1,12.5,['Person'],[]
3.18,12.6,['Person'],[]
3.28,10.2,['Person'],[]
3.45,5.7,['Person'],[]
3.55,10.1,['Person'],[]
3.63,13.0,['Person'],[]
3.72,10.4,['Person'],[]
3.82,10.4,['Person'],[]
4.01,5.4,['Person'],[]
4.08,14.2,['Person'],['bottle']
4.17,10.4,"['Person', 'Person']",[]
4.28,9.1,['Person'],[]
4.38,10.3,['Person'],[]
4.56,5.6,['Person'],[]
4.66,10.6,['Person'],[]
4.73,12.9,['Person'],[]
4.82,11.4,['Person'],[]
4.91,10.8,['Person'],[]
5.08,5.8,['Person'],[]
5.18,10.3,['Person'],[]
5.26,12.6,['Person'],['bottle']
5.36,10.5,['Person'],[]
5.45,10.4,['Person'],[]
5.62,6.1,['Person'],[]
5.73,8.9,['Person'],['bottle']
5.82,11.4,['Person'],['bottle']
5.9,11.5,['Person'],[]
6.0,9.9,['Person'],[]
6.16,6.2,['Person'],[]
6.25,11.3,['Person'],['bottle']
6.35,10.5,['Person'],['bottle']
6.44,10.4,['Person'],[]
6.53,11.7,['Person'],[]
6.7,5.7,['Person'],[]
6.8,10.5,['Person'],[]
6.89,11.5,['Person'],[]
6.97,11.8,['Person'],[]
7.06,10.8,"['Person', 'Person']",[]
7.24,5.6,['Person'],[]
7.34,10.3,['Person'],[]
7.42,12.1,['Person'],[]
7.51,11.1,['Person'],[]
7.61,10.5,['Person'],[]
7.78,5.8,['Person'],[]
7.89,9.7,['Person'],[]
7.99,10.0,['Person'],[]
8.08,11.1,['Person'],[]
8.17,10.3,['Person'],[]
8.36,5.4,['Person'],[]
8.45,11.6,['Person'],[]
8.54,11.1,['Person'],[]
8.64,9.5,['Person'],[]
8.73,10.7,['Person'],[]
